Record_ID,District_ID,Date,Precipitation_mm,Historical_Avg_mm
734,15,2023-06-20,303.59,248.34
735,11,2023-02-09,8.81,8.69
736,33,2023-11-21,43.22,54.07
737,8,2023-09-29,145.46,193.91
738,33,2023-04-10,2.9,24.24
739,23,2023-06-29,247.22,252.89
740,10,2023-05-01,0.0,7.89
741,7,2023-03-16,25.1,23.01
742,17,2023-04-12,15.92,12.97
743,12,2023-11-05,80.97,98.2
744,10,2023-12-02,12.58,30.19
745,5,2023-04-01,50.14,38.59
746,32,2023-08-26,169.17,171.55
747,29,2023-12-15,14.18,34.39
748,21,2023-11-18,60.11,61.45
749,21,2023-03-19,65.57,37.21
750,29,2023-02-04,15.54,10.48
751,31,2023-08-15,137.35,127.0
752,20,2023-05-21,0.0,8.33
753,4,2023-06-30,82.71,180.16
754,33,2023-02-07,22.42,10.73
755,20,2023-08-25,173.29,163.81
756,29,2023-01-20,28.51,22.36
757,4,2023-07-08,155.61,122.03
758,19,2023-02-09,9.73,14.05
759,6,2023-11-11,40.97,65.8
760,33,2023-07-16,303.79,276.54
761,30,2023-10-25,55.24,81.11
762,3,2023-08-19,139.16,128.62
763,13,2023-06-14,133.93,171.21
764,31,2023-09-14,247.25,206.33
765,10,2023-02-01,34.35,30.48
766,29,2023-02-22,0.03,8.22
767,22,2023-02-13,24.43,38.78
768,33,2023-11-27,49.89,50.68
769,12,2023-01-21,29.11,19.47
770,16,2023-12-29,87.94,70.9
771,29,2023-08-13,182.04,136.95
772,11,2023-07-06,198.64,189.41
773,24,2023-05-25,26.55,10.63
774,25,2023-07-29,249.79,238.67
775,22,2023-12-14,74.0,91.11
776,4,2023-11-20,78.57,90.99
777,22,2023-02-03,41.21,28.01
778,22,2023-02-18,23.23,33.53
779,25,2023-05-26,14.68,26.52
780,17,2023-12-03,95.13,65.4
781,10,2023-06-20,214.26,203.87
782,6,2023-10-26,92.18,87.45
783,10,2023-06-29,158.98,121.77
784,20,2023-12-02,91.84,75.88
785,26,2023-03-08,30.2,31.47
786,6,2023-06-08,255.32,200.33
787,25,2023-11-26,65.62,34.35
788,22,2023-03-07,17.31,32.31
789,6,2023-11-27,49.17,41.29
790,28,2023-09-18,80.92,120.3
791,24,2023-01-10,6.25,11.24
792,24,2023-06-08,131.23,184.37
793,12,2023-04-20,57.11,35.6
794,22,2023-09-06,140.31,136.66
795,13,2023-04-26,9.96,12.89
796,9,2023-03-21,23.36,22.03
797,5,2023-06-01,202.11,215.9
798,7,2023-09-17,174.49,171.54
799,3,2023-12-05,81.84,72.74
800,22,2023-11-13,64.59,80.94
801,9,2023-11-02,109.72,98.65
802,25,2023-03-20,17.28,23.21
803,11,2023-04-03,22.4,18.07
804,11,2023-08-13,131.68,157.74
805,3,2023-07-30,214.22,179.43
806,24,2023-12-13,65.1,47.46
807,16,2023-08-16,144.91,147.76
808,19,2023-08-18,250.71,148.52
809,15,2023-10-01,82.52,76.44
810,16,2023-06-08,214.79,276.74
811,31,2023-04-10,19.41,10.79
812,24,2023-12-14,102.5,68.99
813,29,2023-08-25,205.38,231.63
814,19,2023-07-15,135.34,193.88
815,33,2023-09-28,228.16,196.94
816,27,2023-03-24,28.48,29.71
817,13,2023-11-06,74.34,72.34
818,9,2023-05-09,7.0,5.25
819,4,2023-11-25,20.01,29.3
820,31,2023-07-10,168.24,183.81
821,7,2023-12-31,87.82,94.2
822,8,2023-05-26,14.68,14.9
823,6,2023-03-24,17.2,6.56
824,18,2023-08-19,244.8,275.97
825,33,2023-03-17,31.91,17.99
826,28,2023-02-16,11.51,14.38
827,15,2023-08-19,192.41,145.02
828,23,2023-01-14,41.51,17.11
829,27,2023-01-28,14.0,16.03
830,26,2023-09-15,162.88,157.89
831,24,2023-05-01,17.88,30.64
832,25,2023-02-11,37.53,35.87
833,24,2023-04-25,24.62,18.77
834,2,2023-06-13,244.9,219.91
835,7,2023-11-29,45.34,62.09
836,22,2023-03-16,24.17,16.84
837,9,2023-01-20,8.51,15.8
838,19,2023-08-30,207.53,134.21
839,9,2023-12-28,83.77,76.28
840,31,2023-08-18,157.97,156.39
841,1,2023-02-10,36.4,19.14
842,2,2023-05-12,26.73,24.21
843,14,2023-03-18,33.07,26.45
844,28,2023-02-26,14.78,20.0
845,19,2023-05-02,0.0,9.93
846,20,2023-03-04,16.21,8.41
847,4,2023-05-03,54.76,35.17
848,27,2023-11-24,41.57,46.79
849,30,2023-02-02,28.91,32.54
850,8,2023-09-13,239.82,276.49
851,2,2023-11-20,41.89,84.55
852,33,2023-10-22,89.68,90.41
853,16,2023-03-15,33.62,24.07
854,19,2023-08-08,159.27,122.87
855,1,2023-11-11,14.99,34.47
856,23,2023-05-04,19.45,13.94
857,27,2023-04-06,57.12,38.13
858,6,2023-09-26,226.37,209.28
859,24,2023-02-04,21.12,24.34
860,33,2023-09-17,133.83,165.19
861,2,2023-07-19,159.19,182.52
862,31,2023-01-23,35.3,20.81
863,25,2023-07-11,177.86,183.58
864,17,2023-01-09,1.32,11.85
865,23,2023-02-04,8.45,11.54
866,23,2023-05-04,22.76,31.51
867,7,2023-10-25,66.72,45.73
868,22,2023-03-10,0.0,11.85
869,3,2023-06-30,139.33,263.51
870,22,2023-11-26,88.11,66.84
871,12,2023-12-17,6.14,37.45
872,30,2023-12-23,118.25,92.29
873,31,2023-11-20,88.53,37.66
874,12,2023-03-11,8.36,6.17
875,5,2023-08-23,213.37,178.19
876,3,2023-05-31,22.77,15.96
877,13,2023-01-23,37.03,32.95
878,13,2023-01-22,9.68,16.19
879,21,2023-06-08,230.55,278.15
880,33,2023-07-23,234.18,236.03
881,31,2023-05-10,5.97,16.31
882,3,2023-11-28,83.78,76.51
883,13,2023-05-27,1.97,8.26
884,23,2023-01-25,23.98,39.07
885,22,2023-05-20,22.6,16.79
886,8,2023-07-08,127.13,137.72
887,28,2023-07-24,181.77,241.53
888,29,2023-07-17,209.43,160.69
889,22,2023-04-06,34.51,33.67
890,32,2023-12-21,64.17,43.33
891,32,2023-07-08,149.03,138.07
892,18,2023-02-12,14.19,19.7
893,28,2023-02-10,27.28,36.69
894,28,2023-11-05,83.2,71.03
895,12,2023-10-07,89.31,57.66
896,19,2023-06-14,272.1,248.99
897,7,2023-02-10,28.66,34.53
898,21,2023-12-05,54.57,48.62
899,19,2023-06-06,79.07,120.61
900,29,2023-11-05,84.23,74.15
901,28,2023-03-27,50.12,39.71
902,29,2023-06-29,137.47,154.48
903,29,2023-01-22,35.11,17.61
904,23,2023-11-11,82.46,92.77
905,28,2023-05-21,16.54,13.15
906,4,2023-02-08,44.56,35.6
907,26,2023-07-06,102.96,120.03
908,33,2023-12-14,30.69,53.46
909,11,2023-01-16,1.52,12.94
910,10,2023-11-08,49.89,55.96
911,29,2023-01-18,28.55,33.08
912,9,2023-02-04,19.55,19.75
913,16,2023-11-27,37.86,27.04
914,24,2023-07-05,294.12,254.31
915,25,2023-10-18,118.69,98.63
916,3,2023-11-06,113.26,72.12
917,10,2023-12-14,49.42,64.95
918,29,2023-07-09,249.06,154.95
919,24,2023-08-16,133.85,139.24
920,5,2023-10-21,24.09,28.46
921,9,2023-09-29,248.1,210.75
922,24,2023-07-23,107.0,131.88
923,21,2023-11-29,55.09,41.98
924,18,2023-05-08,25.59,7.26
925,8,2023-01-14,31.41,35.7
926,12,2023-09-13,210.21,174.46
927,25,2023-10-15,110.36,99.18
928,8,2023-05-15,61.37,34.34
929,17,2023-12-27,13.88,46.4
930,29,2023-04-20,26.67,32.62
931,19,2023-12-22,43.48,68.0
932,32,2023-04-13,22.14,12.71
933,8,2023-03-11,24.27,22.09
934,5,2023-08-20,202.13,125.22
935,12,2023-08-16,208.55,258.97
936,6,2023-12-16,48.36,50.56
937,21,2023-12-08,66.0,37.36
938,23,2023-12-30,67.54,72.97
939,5,2023-10-09,68.48,75.73
940,19,2023-06-03,223.26,245.88
941,11,2023-12-31,79.89,97.81
942,12,2023-07-05,153.77,195.66
943,33,2023-04-25,31.95,39.43
944,8,2023-04-13,17.61,36.2
945,9,2023-05-02,6.37,5.1
946,32,2023-01-14,31.13,36.76
947,24,2023-10-11,0.0,42.91
948,24,2023-08-28,126.68,195.68
949,9,2023-11-10,21.34,71.69
950,6,2023-02-03,4.2,21.6
951,20,2023-07-23,266.7,214.54
952,31,2023-09-27,133.37,127.92
953,27,2023-07-29,231.51,253.33
954,5,2023-03-06,30.51,21.2
955,21,2023-11-25,48.04,57.89
956,5,2023-08-19,66.67,127.1
957,30,2023-12-15,34.22,45.84
958,23,2023-03-07,43.88,33.64
959,12,2023-03-08,25.95,23.61
960,28,2023-09-15,169.41,124.75
961,4,2023-03-05,27.87,28.64
962,10,2023-06-05,242.15,268.71
963,11,2023-03-24,28.55,10.78
964,21,2023-12-30,76.98,91.17
965,15,2023-06-27,265.22,227.35
966,19,2023-02-10,1.4,15.39
967,17,2023-04-11,39.88,30.15
968,18,2023-03-06,12.84,6.42
969,20,2023-11-11,106.74,90.37
970,6,2023-09-15,193.83,248.06
971,11,2023-10-31,78.57,74.7
972,10,2023-03-29,14.42,24.24
973,22,2023-10-16,59.03,92.52
974,3,2023-01-15,20.49,31.24
975,6,2023-01-24,35.4,19.44
976,17,2023-11-30,118.14,91.6
977,14,2023-10-20,47.08,69.9
978,27,2023-11-13,33.82,33.68
979,2,2023-09-12,165.01,144.69
980,19,2023-11-25,59.07,80.57
981,20,2023-09-05,229.94,204.8
982,16,2023-12-17,83.29,64.94
983,26,2023-06-02,183.44,191.82
984,30,2023-02-07,27.63,36.85
985,4,2023-03-22,31.18,33.28
986,29,2023-08-01,183.85,250.68
987,31,2023-08-26,177.94,130.78
988,14,2023-06-24,169.53,184.62
989,10,2023-06-10,182.73,132.42
990,21,2023-06-26,220.37,214.45
991,26,2023-03-08,1.77,12.92
992,24,2023-09-21,115.66,212.68
993,7,2023-06-13,237.98,241.5
994,16,2023-08-27,188.58,204.13
995,8,2023-05-17,28.3,22.91
996,29,2023-05-07,0.0,6.57
997,10,2023-02-19,29.82,31.67
998,4,2023-05-29,28.27,23.1
999,25,2023-11-12,62.15,53.42
1000,27,2023-05-08,24.46,8.54
1001,11,2023-06-17,310.54,255.54
1002,21,2023-04-08,26.64,25.31
1003,11,2023-09-13,210.81,209.55
1004,33,2023-08-28,160.55,141.73
1005,32,2023-06-07,56.36,135.89
1006,32,2023-01-12,0.0,15.96
1007,6,2023-07-21,94.2,143.53
1008,33,2023-08-23,252.06,253.68
1009,16,2023-04-21,12.26,17.96
1010,23,2023-01-25,0.0,20.54
1011,4,2023-05-25,29.48,39.82
1012,32,2023-11-02,72.42,70.52
1013,31,2023-05-27,41.91,10.31
1014,1,2023-02-25,0.0,10.89
1015,28,2023-03-10,8.44,13.64
1016,17,2023-07-07,298.19,252.29
1017,26,2023-07-07,234.81,233.44
1018,3,2023-07-25,168.89,228.38
1019,4,2023-10-19,46.05,42.63
1020,13,2023-07-05,203.15,146.44
1021,19,2023-02-07,19.14,25.4
1022,25,2023-09-16,270.6,245.18
1023,29,2023-10-09,59.12,80.09
1024,18,2023-11-16,60.42,84.44
1025,8,2023-03-07,12.82,21.15
1026,7,2023-07-21,276.88,256.41
1027,24,2023-06-23,308.64,233.74
1028,24,2023-03-15,36.11,17.37
1029,13,2023-11-05,45.81,59.38
1030,33,2023-07-25,232.33,228.92
1031,33,2023-01-21,21.57,21.34
1032,3,2023-01-20,16.12,8.28
1033,9,2023-06-20,154.12,240.74
1034,31,2023-09-23,195.09,198.63
1035,30,2023-03-18,1.51,23.29
1036,33,2023-03-13,49.44,26.2
1037,21,2023-11-10,121.16,93.91
1038,21,2023-03-25,26.33,36.31
1039,26,2023-11-12,101.41,59.2
1040,20,2023-10-31,45.99,69.36
1041,22,2023-09-17,256.39,249.05
1042,33,2023-09-30,129.17,129.52
1043,32,2023-12-29,0.0,25.24
1044,20,2023-09-01,201.8,158.46
1045,2,2023-07-08,209.75,169.9
1046,22,2023-12-11,110.47,94.69
1047,8,2023-08-02,128.45,124.89
1048,20,2023-12-19,94.03,72.44
1049,2,2023-11-02,62.77,73.34
1050,31,2023-05-16,42.83,30.66
1051,15,2023-01-27,22.02,23.5
1052,31,2023-03-29,22.87,27.15
1053,25,2023-03-17,13.02,7.42
1054,16,2023-01-17,41.78,35.95
1055,8,2023-04-08,26.83,29.5
1056,2,2023-08-14,196.44,235.7
1057,21,2023-08-03,186.01,164.85
1058,10,2023-07-31,137.62,221.13
1059,14,2023-07-30,180.11,212.33
1060,33,2023-11-10,94.88,88.16
1061,31,2023-02-01,0.0,13.48
1062,9,2023-09-23,230.4,233.62
1063,14,2023-10-15,83.54,75.01
1064,21,2023-12-06,48.32,55.1
1065,31,2023-09-27,145.68,166.8
1066,25,2023-06-10,92.12,123.52
1067,12,2023-08-24,221.07,213.32
1068,22,2023-10-07,65.5,41.45
1069,23,2023-12-13,19.4,27.53
1070,17,2023-11-09,54.31,81.97
1071,31,2023-04-09,19.71,11.57
1072,16,2023-05-23,25.76,20.89
1073,20,2023-04-26,58.38,33.75
1074,20,2023-05-28,33.24,23.42
1075,14,2023-12-20,44.4,59.74
1076,32,2023-06-12,119.87,166.4
1077,31,2023-06-28,178.83,210.13
1078,18,2023-05-28,29.24,10.55
1079,8,2023-10-21,102.27,91.15
1080,25,2023-07-22,200.0,163.45
1081,23,2023-03-16,27.57,19.09
1082,19,2023-01-22,36.93,25.77
1083,19,2023-02-10,24.75,36.35
1084,23,2023-08-15,284.16,174.46
1085,17,2023-09-03,262.84,270.47
1086,14,2023-04-14,26.57,24.77
1087,18,2023-10-15,107.16,89.99
1088,18,2023-03-12,39.82,38.0
1089,7,2023-11-12,68.75,56.68
1090,16,2023-05-05,26.59,28.63
1091,4,2023-12-09,35.27,33.7
1092,15,2023-11-23,83.66,94.76
1093,15,2023-01-27,24.44,34.55
1094,7,2023-07-31,179.15,160.68
1095,22,2023-08-30,233.98,260.08
1096,7,2023-12-15,18.11,34.72
1097,9,2023-01-03,55.55,28.66
1098,11,2023-07-28,261.45,279.91
1099,31,2023-09-02,27.64,136.77
1100,13,2023-05-28,34.94,35.3
1101,21,2023-05-27,25.12,21.66
1102,4,2023-02-15,21.97,31.98
1103,15,2023-10-01,19.49,25.22
1104,3,2023-03-31,28.25,24.32
1105,27,2023-04-01,9.58,19.55
1106,3,2023-07-23,322.93,259.16
1107,32,2023-04-06,44.36,30.57
1108,19,2023-01-20,38.27,31.39
1109,1,2023-06-02,156.03,125.75
1110,7,2023-06-21,132.72,140.12
1111,19,2023-08-21,222.49,237.94
1112,32,2023-03-10,48.85,25.27
1113,33,2023-08-28,138.76,133.65
1114,18,2023-04-09,30.09,33.82
1115,8,2023-06-19,203.46,245.12
1116,11,2023-08-23,234.65,230.09
1117,17,2023-04-06,15.59,13.47
1118,1,2023-06-22,128.73,125.03
1119,19,2023-10-18,93.4,80.22
1120,13,2023-03-31,11.02,14.33
1121,26,2023-08-07,299.51,235.98
1122,33,2023-06-17,168.0,192.79
1123,6,2023-07-25,142.87,162.76
1124,7,2023-04-05,30.97,35.0
1125,9,2023-09-02,203.43,212.06
1126,21,2023-05-08,9.57,17.87
1127,1,2023-05-14,0.0,11.36
1128,25,2023-05-01,8.26,16.96
1129,29,2023-05-17,38.41,30.87
1130,22,2023-06-04,156.11,211.3
1131,1,2023-05-14,31.97,24.88
1132,24,2023-12-21,130.77,90.94
1133,16,2023-02-01,43.79,28.65
1134,8,2023-08-27,225.07,216.98
1135,20,2023-03-23,9.53,15.19
1136,26,2023-12-18,84.51,92.46
1137,33,2023-12-27,81.26,78.26
1138,20,2023-12-20,73.22,60.51
1139,8,2023-11-24,46.46,29.48
1140,19,2023-07-08,358.21,278.43
1141,15,2023-04-23,38.89,13.37
1142,9,2023-09-02,242.61,223.13
1143,10,2023-08-21,179.62,209.81
1144,24,2023-08-01,264.44,236.1
1145,31,2023-10-03,48.74,71.48
1146,14,2023-05-07,28.09,39.36
1147,6,2023-09-27,254.89,204.36
1148,29,2023-09-28,294.87,271.58
1149,24,2023-02-09,20.42,16.81
1150,8,2023-02-01,28.06,7.12
1151,33,2023-04-14,34.55,29.15
1152,10,2023-03-26,24.79,22.41
1153,21,2023-09-24,152.31,156.84
1154,29,2023-03-01,9.04,15.57
1155,14,2023-10-26,91.19,82.08
1156,32,2023-02-16,36.91,38.68
1157,33,2023-08-17,160.51,219.35
1158,4,2023-08-21,202.0,193.38
1159,9,2023-09-20,207.15,209.74
1160,27,2023-08-22,314.18,263.63
1161,4,2023-10-14,28.07,75.58
1162,30,2023-12-11,86.39,74.43
1163,20,2023-01-12,8.46,8.81
1164,26,2023-05-11,46.57,19.23
1165,1,2023-04-22,20.24,38.36
1166,5,2023-01-24,22.51,21.06
1167,28,2023-06-26,244.35,267.1
1168,5,2023-10-05,14.53,25.98
1169,4,2023-02-05,11.92,5.5
1170,31,2023-01-17,26.54,17.43
1171,19,2023-07-29,255.4,231.73
1172,12,2023-03-11,37.39,38.85
1173,27,2023-07-11,201.19,182.85
1174,25,2023-08-18,193.39,169.6
1175,25,2023-07-12,223.99,157.13
1176,6,2023-12-16,92.6,97.01
1177,9,2023-12-01,88.39,82.27
1178,23,2023-03-02,46.9,34.24
1179,12,2023-10-03,101.72,83.83
1180,26,2023-09-28,153.51,248.76
1181,9,2023-04-25,0.73,6.61
1182,1,2023-01-12,28.63,23.01
1183,20,2023-08-26,211.31,249.32
1184,28,2023-09-30,147.63,184.44
1185,25,2023-04-28,36.22,36.31
1186,16,2023-08-24,229.72,202.04
1187,23,2023-03-21,13.08,21.85
1188,18,2023-04-07,9.04,6.14
1189,8,2023-01-17,0.0,7.02
1190,27,2023-11-11,63.2,71.65
1191,2,2023-05-04,54.68,39.74
1192,14,2023-02-04,0.0,19.55
1193,7,2023-11-01,98.29,88.55
1194,3,2023-08-17,186.18,156.59
1195,4,2023-05-06,43.77,38.47
1196,3,2023-07-25,117.06,155.98
1197,29,2023-04-30,26.0,20.1
1198,14,2023-01-29,40.38,19.96
1199,9,2023-09-15,164.03,172.21
1200,19,2023-04-30,22.13,20.05
1201,21,2023-10-23,86.46,92.78
1202,21,2023-05-02,44.95,31.71
1203,20,2023-03-15,35.16,33.81
1204,15,2023-07-31,196.95,152.71
1205,20,2023-05-21,22.89,13.94
1206,4,2023-10-13,0.0,27.46
1207,12,2023-11-17,44.58,72.7
1208,28,2023-10-12,72.33,90.96
1209,32,2023-01-25,13.26,21.1
1210,23,2023-11-26,111.13,86.86
1211,25,2023-09-26,175.31,202.51
1212,21,2023-12-23,45.77,46.75
1213,27,2023-07-29,311.85,268.96
1214,10,2023-06-03,105.78,205.12
1215,25,2023-04-05,23.59,25.67
1216,31,2023-05-04,23.68,30.31
1217,15,2023-06-03,196.86,152.09
1218,10,2023-08-26,120.99,128.3
1219,4,2023-10-15,61.47,39.33
1220,27,2023-08-02,181.67,222.5
1221,9,2023-07-18,213.15,186.55
1222,16,2023-05-11,53.12,36.36
1223,14,2023-06-19,212.45,250.88
1224,6,2023-08-19,98.5,140.06
1225,24,2023-02-17,25.25,16.79
1226,13,2023-01-27,14.98,23.99
1227,18,2023-07-13,85.89,143.94
1228,3,2023-02-07,9.79,31.38
1229,13,2023-10-28,29.22,26.55
1230,14,2023-09-03,84.31,163.02
1231,14,2023-06-20,119.72,220.55
1232,20,2023-01-08,34.69,38.22
1233,14,2023-04-08,29.19,27.13
1234,8,2023-09-03,197.25,244.92
1235,16,2023-12-23,54.02,78.14
1236,14,2023-07-23,140.68,148.83
1237,16,2023-10-10,26.88,32.37
1238,21,2023-05-25,12.02,9.38
1239,25,2023-08-27,246.86,256.08
1240,23,2023-06-07,125.25,128.3
1241,17,2023-07-04,171.63,142.75
1242,33,2023-09-12,95.05,145.17
1243,30,2023-02-20,18.01,9.16
1244,31,2023-06-13,241.0,189.65
1245,14,2023-07-09,199.66,207.89
1246,21,2023-07-31,112.64,201.07
1247,3,2023-10-16,46.06,54.04
1248,15,2023-03-16,36.51,32.91
1249,2,2023-05-14,27.21,26.56
1250,27,2023-06-01,364.54,232.99
1251,10,2023-04-11,0.0,23.7
1252,22,2023-04-28,32.01,15.81
1253,25,2023-10-19,69.58,61.17
1254,16,2023-09-13,235.78,249.41
1255,22,2023-05-12,10.83,28.7
1256,32,2023-11-25,106.53,86.23
1257,32,2023-08-24,191.01,200.24
1258,11,2023-06-30,248.48,269.65
1259,11,2023-03-13,35.09,34.77
1260,32,2023-04-05,14.88,13.66
1261,4,2023-09-26,90.84,146.05
1262,3,2023-02-08,14.19,19.41
1263,4,2023-01-04,49.83,37.72
1264,27,2023-03-12,23.96,26.19
1265,15,2023-02-04,5.57,13.65
1266,10,2023-01-05,13.87,16.67
1267,14,2023-09-16,235.82,228.41
1268,30,2023-07-11,243.76,245.58
1269,4,2023-11-13,85.29,80.01
1270,31,2023-12-04,76.69,83.9
1271,32,2023-01-09,25.71,26.04
1272,1,2023-09-30,264.31,276.34
1273,27,2023-01-07,13.27,8.61
1274,2,2023-09-29,210.62,208.88
1275,18,2023-10-02,12.3,39.24
1276,19,2023-01-09,27.68,23.19
1277,33,2023-12-24,38.36,30.55
1278,28,2023-04-02,60.36,30.91
1279,7,2023-02-19,49.53,27.07
1280,10,2023-05-04,15.91,10.04
1281,13,2023-11-14,67.32,69.65
1282,17,2023-07-01,198.79,231.33
1283,18,2023-07-23,198.44,193.28
1284,6,2023-07-11,183.24,222.66
1285,26,2023-08-24,277.95,232.61
1286,16,2023-12-23,18.68,58.8
1287,15,2023-06-03,262.54,227.53
1288,6,2023-12-01,94.19,43.71
1289,3,2023-02-17,30.93,5.07
1290,26,2023-07-14,110.1,154.09
1291,25,2023-10-10,66.54,95.43
1292,31,2023-01-29,23.93,6.77
1293,1,2023-12-26,84.48,72.06
1294,11,2023-02-12,22.02,23.97
1295,32,2023-08-11,302.85,270.34
1296,22,2023-10-17,53.4,71.29
1297,7,2023-09-28,267.39,238.31
1298,3,2023-04-28,9.02,22.43
1299,14,2023-12-21,95.27,80.71
1300,31,2023-05-19,4.08,7.95
1301,3,2023-02-08,36.38,33.25
1302,18,2023-10-06,69.39,63.45
1303,3,2023-04-02,43.92,20.34
1304,21,2023-01-09,36.01,29.53
1305,14,2023-10-28,61.49,40.3
1306,10,2023-12-31,39.0,28.75
1307,26,2023-02-09,36.01,36.9
1308,20,2023-03-25,2.64,5.55
1309,16,2023-10-18,25.86,30.79
1310,25,2023-12-13,70.82,56.86
1311,22,2023-07-16,226.26,154.46
1312,9,2023-12-19,85.6,52.92
1313,6,2023-09-14,161.11,173.29
1314,23,2023-01-28,32.98,22.27
1315,7,2023-08-12,143.99,165.33
1316,15,2023-02-08,38.89,22.98
1317,22,2023-11-06,36.13,44.0
1318,26,2023-06-17,219.13,152.99
1319,2,2023-11-21,102.05,84.98
1320,18,2023-08-19,248.94,266.44
1321,32,2023-04-27,47.08,35.09
1322,23,2023-10-11,68.11,72.85
1323,25,2023-08-10,400.1,253.38
1324,12,2023-12-15,34.77,35.83
1325,25,2023-02-13,32.47,32.44
1326,19,2023-05-07,0.06,32.48
1327,5,2023-02-12,30.72,25.96
1328,18,2023-03-20,3.5,19.27
1329,25,2023-12-31,79.79,60.21
1330,10,2023-07-19,76.55,121.84
1331,21,2023-07-04,252.35,185.4
1332,7,2023-02-16,39.01,37.99
1333,1,2023-06-07,275.88,239.48
1334,29,2023-07-04,215.98,191.39
1335,18,2023-02-22,55.64,33.2
1336,9,2023-02-14,0.0,13.92
1337,12,2023-08-09,216.63,238.8
1338,29,2023-10-13,97.09,85.7
1339,33,2023-07-28,183.44,245.82
1340,7,2023-01-14,31.89,14.5
1341,6,2023-07-01,185.8,157.09
1342,6,2023-11-02,25.09,30.82
1343,21,2023-07-17,266.49,252.62
1344,1,2023-05-30,6.93,32.81
1345,27,2023-07-18,238.56,261.5
1346,6,2023-10-14,14.61,56.09
1347,16,2023-10-20,18.65,25.99
1348,11,2023-12-17,19.11,55.83
1349,25,2023-03-28,27.6,30.27
1350,9,2023-05-18,0.0,20.04
1351,20,2023-05-18,32.1,30.92
1352,32,2023-03-16,46.08,32.63
1353,5,2023-03-27,0.0,15.39
1354,28,2023-05-22,26.11,19.5
1355,27,2023-06-03,287.54,237.19
1356,31,2023-02-09,31.15,9.14
1357,24,2023-05-09,1.64,12.42
1358,16,2023-11-17,33.09,43.28
1359,32,2023-11-01,69.05,45.07
1360,13,2023-08-23,175.96,211.51
1361,7,2023-03-11,57.5,39.52
1362,20,2023-01-04,29.46,35.5
1363,26,2023-06-20,295.68,228.64
1364,25,2023-06-18,129.29,152.59
1365,29,2023-06-21,273.04,172.41
1366,28,2023-11-30,54.35,26.66
1367,9,2023-06-03,269.32,271.22
1368,21,2023-11-05,133.61,94.98
1369,13,2023-09-03,190.72,190.26
1370,21,2023-04-01,13.77,9.0
1371,26,2023-06-13,291.53,242.37
1372,19,2023-12-22,110.68,96.36
1373,32,2023-10-22,103.79,83.24
1374,16,2023-06-16,242.13,227.72
1375,25,2023-05-24,16.13,19.28
1376,26,2023-07-06,250.72,234.34
1377,8,2023-10-16,109.43,91.12
1378,13,2023-10-31,102.92,81.45
1379,12,2023-12-16,54.54,59.88
1380,2,2023-08-25,155.53,140.38
1381,14,2023-08-13,212.67,165.68
1382,19,2023-12-21,148.98,86.54
1383,5,2023-07-29,170.06,184.73
1384,32,2023-03-13,19.21,19.34
1385,20,2023-05-04,11.61,27.67
1386,17,2023-12-04,78.99,80.73
1387,10,2023-08-05,271.9,255.67
1388,25,2023-02-07,21.18,20.77
1389,29,2023-11-03,48.48,63.5
1390,31,2023-10-26,77.82,79.69
1391,26,2023-10-01,52.93,70.63
1392,33,2023-12-21,81.85,52.71
1393,27,2023-10-06,40.03,28.4
1394,3,2023-07-04,171.53,180.68
1395,6,2023-02-25,29.43,34.1
1396,16,2023-12-03,93.44,72.4
1397,23,2023-03-27,0.0,8.34
1398,3,2023-10-16,102.49,66.1
1399,26,2023-06-19,263.6,203.37
1400,28,2023-02-24,17.99,31.55
1401,1,2023-02-20,13.53,5.51
1402,17,2023-04-24,7.51,18.53
1403,33,2023-09-23,174.29,226.0
1404,15,2023-08-17,72.95,145.39
1405,24,2023-07-20,104.55,161.32
1406,30,2023-12-14,122.87,83.07
1407,33,2023-03-19,53.91,34.84
1408,23,2023-01-13,18.82,15.74
1409,31,2023-02-23,9.86,19.52
1410,19,2023-08-01,281.9,214.16
1411,6,2023-03-01,23.9,11.49
1412,10,2023-06-28,271.82,258.98
1413,20,2023-06-25,252.97,235.9
1414,30,2023-04-16,44.77,25.46
1415,31,2023-06-28,59.56,141.38
1416,31,2023-02-19,13.67,38.55
1417,29,2023-12-23,89.94,57.33
1418,29,2023-06-13,330.77,221.88
1419,5,2023-06-03,246.92,239.72
1420,3,2023-12-30,56.32,86.94
1421,8,2023-01-12,31.99,21.21
1422,22,2023-11-28,61.05,86.78
1423,7,2023-12-13,42.02,29.74
1424,11,2023-05-05,27.49,21.15
1425,12,2023-10-10,112.06,98.75
1426,11,2023-06-19,271.03,239.65
1427,28,2023-08-25,135.58,144.1
1428,15,2023-07-27,95.31,162.24
1429,12,2023-04-06,31.29,19.53
1430,28,2023-07-22,261.42,245.4
1431,2,2023-11-11,58.53,57.17
1432,13,2023-08-19,173.39,237.8
1433,28,2023-07-19,159.7,189.83
1434,1,2023-12-27,86.6,81.1
1435,14,2023-04-16,62.83,33.44
1436,18,2023-12-27,24.27,47.8
1437,5,2023-10-23,42.94,48.86
1438,7,2023-10-02,48.02,26.03
