Measurement_ID,District_ID,Date,Water_Table_Depth_m,Recharge_Rate
733,31,2023-10-02,14.02,2.87
734,21,2023-02-23,24.0,1.68
735,15,2023-06-28,9.18,2.32
736,15,2023-08-27,7.69,3.0
737,18,2023-10-22,21.34,1.52
738,4,2023-08-24,9.01,1.45
739,29,2023-09-12,10.92,1.79
740,28,2023-02-03,17.95,1.51
741,11,2023-01-12,17.56,1.18
742,29,2023-10-14,14.47,2.38
743,4,2023-06-27,9.29,4.51
744,31,2023-12-28,15.34,1.4
745,10,2023-02-02,15.22,0.44
746,23,2023-02-03,23.94,1.14
747,18,2023-10-19,15.42,1.53
748,17,2023-01-15,25.11,1.6
749,32,2023-08-09,13.2,3.09
750,9,2023-07-22,13.33,3.9
751,14,2023-12-05,15.83,0.98
752,29,2023-06-08,14.13,1.81
753,20,2023-06-19,8.2,4.24
754,15,2023-10-19,15.92,2.76
755,33,2023-07-28,11.67,4.54
756,10,2023-10-04,13.74,2.39
757,21,2023-01-04,18.06,0.2
758,4,2023-12-31,14.28,2.42
759,23,2023-10-28,10.78,1.91
760,8,2023-02-06,14.61,0.32
761,5,2023-09-29,13.04,4.63
762,27,2023-03-24,16.73,1.13
763,13,2023-05-08,27.89,1.24
764,12,2023-04-03,24.29,0.49
765,2,2023-11-29,14.14,1.61
766,32,2023-03-03,19.98,1.48
767,22,2023-02-15,19.95,0.3
768,7,2023-07-26,15.74,3.16
769,25,2023-07-28,17.62,3.26
770,25,2023-12-23,11.21,2.02
771,31,2023-03-12,19.67,0.54
772,22,2023-04-04,20.09,0.94
773,7,2023-06-09,12.91,2.13
774,23,2023-04-01,21.12,0.59
775,28,2023-05-10,19.36,0.4
776,32,2023-02-16,13.91,0.71
777,12,2023-05-14,18.71,0.85
778,26,2023-04-13,28.44,1.04
779,15,2023-06-29,12.52,4.59
780,6,2023-06-23,16.33,4.38
781,29,2023-02-18,13.82,1.21
782,17,2023-01-11,24.44,1.54
783,4,2023-10-13,16.66,0.84
784,4,2023-12-16,21.41,1.84
785,24,2023-02-18,19.43,0.83
786,11,2023-01-01,18.13,0.59
787,1,2023-01-03,19.67,1.78
788,21,2023-07-16,11.52,3.1
789,20,2023-01-15,25.91,1.04
790,24,2023-02-05,18.46,1.04
791,12,2023-04-07,16.47,0.41
792,32,2023-04-04,23.1,1.67
793,14,2023-06-26,16.28,1.47
794,7,2023-12-16,13.52,0.81
795,10,2023-11-04,15.62,1.23
796,24,2023-10-21,20.34,1.03
797,12,2023-08-14,8.88,2.82
798,12,2023-09-17,10.42,3.86
799,10,2023-08-16,16.69,1.35
800,2,2023-11-15,12.97,2.99
801,3,2023-10-03,15.4,2.9
802,8,2023-06-09,7.28,2.0
803,19,2023-02-25,14.57,0.68
804,23,2023-12-16,17.67,1.16
805,12,2023-10-30,17.16,1.39
806,11,2023-02-21,23.8,0.21
807,32,2023-04-09,16.51,1.17
808,10,2023-11-10,10.65,1.83
809,22,2023-08-21,11.86,4.27
810,25,2023-08-18,14.63,3.5
811,8,2023-12-09,19.06,2.96
812,5,2023-06-23,13.4,3.08
813,16,2023-07-07,11.72,2.58
814,10,2023-05-03,27.31,1.33
815,32,2023-04-07,17.46,0.29
816,26,2023-01-22,15.59,0.53
817,23,2023-01-31,16.24,0.86
818,31,2023-12-04,10.19,2.19
819,7,2023-09-24,8.79,1.88
820,6,2023-12-06,14.78,2.76
821,21,2023-09-27,12.53,2.69
822,26,2023-10-07,17.91,1.37
823,13,2023-05-25,19.49,0.54
824,21,2023-03-11,21.85,1.32
825,29,2023-04-12,21.88,0.61
826,19,2023-11-17,17.76,1.36
827,28,2023-07-26,8.61,2.46
828,28,2023-07-13,13.08,1.71
829,6,2023-09-09,13.6,4.31
830,2,2023-09-09,9.16,2.82
831,7,2023-06-14,8.96,2.5
832,31,2023-11-09,7.88,2.9
833,25,2023-06-06,12.53,4.04
834,32,2023-05-28,15.38,1.5
835,4,2023-09-28,16.33,3.78
836,3,2023-04-07,23.25,0.47
837,6,2023-06-07,11.89,3.43
838,12,2023-11-25,18.02,2.69
839,21,2023-01-25,16.86,0.48
840,2,2023-01-25,15.77,1.63
841,20,2023-07-17,17.44,3.25
842,13,2023-06-30,13.55,3.38
843,4,2023-12-17,17.12,1.17
844,28,2023-09-18,13.97,2.83
845,12,2023-09-18,14.04,1.31
846,24,2023-12-15,19.1,2.64
847,3,2023-04-20,19.28,1.4
848,7,2023-08-23,11.91,3.43
849,12,2023-04-24,20.39,1.47
850,21,2023-02-07,20.4,1.29
851,14,2023-09-11,15.24,3.73
852,14,2023-10-20,20.45,1.93
853,1,2023-01-24,26.47,1.0
854,25,2023-04-16,27.77,1.4
855,8,2023-05-29,14.03,1.53
856,1,2023-05-04,22.81,1.78
857,22,2023-04-01,23.56,0.34
858,25,2023-04-27,19.9,1.03
859,24,2023-07-25,16.31,3.83
860,3,2023-03-21,15.78,1.25
861,10,2023-11-03,16.41,1.08
862,16,2023-11-15,10.46,1.55
863,17,2023-08-05,9.08,1.74
864,20,2023-04-15,14.85,1.6
865,18,2023-07-29,11.74,2.25
866,1,2023-08-01,11.15,2.91
867,27,2023-07-13,11.52,1.95
868,18,2023-04-08,23.37,1.36
869,32,2023-05-10,18.62,1.14
870,1,2023-11-17,17.11,1.23
871,26,2023-01-22,25.19,1.48
872,29,2023-03-07,21.53,0.72
873,15,2023-02-06,25.96,0.93
874,8,2023-03-01,15.36,0.85
875,11,2023-09-08,13.11,4.25
876,5,2023-04-04,17.86,0.57
877,21,2023-03-27,22.61,1.67
878,17,2023-12-15,11.33,2.57
879,26,2023-05-26,21.64,1.48
880,19,2023-05-26,19.48,0.8
881,17,2023-02-25,22.88,1.64
882,8,2023-07-22,8.84,2.86
883,13,2023-02-14,17.75,0.49
884,32,2023-04-13,24.27,0.52
885,9,2023-09-23,13.1,2.75
886,3,2023-08-29,14.56,1.91
887,31,2023-02-25,12.91,0.32
888,8,2023-04-28,23.33,0.9
889,3,2023-07-18,4.64,4.35
890,12,2023-02-12,27.15,1.49
891,5,2023-05-04,16.34,0.8
892,28,2023-11-12,18.04,1.88
893,24,2023-08-13,9.46,2.07
894,10,2023-08-15,17.22,1.74
895,3,2023-12-06,15.32,1.85
896,33,2023-04-07,23.31,1.26
897,14,2023-06-12,13.42,2.47
898,3,2023-10-19,15.66,1.51
899,1,2023-03-20,26.11,1.29
900,22,2023-05-09,21.58,0.79
901,12,2023-06-29,10.92,3.76
902,30,2023-04-13,14.3,1.75
903,4,2023-07-20,17.51,1.67
904,25,2023-03-20,15.83,0.86
905,19,2023-09-16,16.04,2.64
906,5,2023-04-26,17.96,1.33
907,12,2023-11-18,13.01,1.6
908,13,2023-06-21,11.45,3.37
909,29,2023-01-13,14.72,1.08
910,29,2023-02-05,24.45,1.02
911,16,2023-11-05,15.84,0.97
912,19,2023-10-13,13.79,1.01
913,11,2023-03-15,20.58,0.65
914,21,2023-01-30,17.86,0.32
915,8,2023-12-17,11.36,1.91
916,5,2023-07-29,12.72,1.44
917,2,2023-11-13,16.04,1.88
918,11,2023-06-14,11.56,4.2
919,24,2023-01-20,18.71,0.48
920,10,2023-02-23,21.21,1.71
921,15,2023-01-04,20.23,1.53
922,25,2023-01-02,24.97,1.03
923,4,2023-07-18,14.2,2.66
924,8,2023-04-25,19.06,1.01
925,3,2023-10-16,15.12,1.7
926,5,2023-01-11,14.27,1.46
927,31,2023-10-20,15.83,2.89
928,25,2023-05-25,20.38,0.33
929,25,2023-08-19,9.59,3.98
930,16,2023-12-16,8.46,2.8
931,32,2023-11-10,12.76,2.78
932,17,2023-06-26,14.87,4.34
933,30,2023-09-03,9.16,3.34
934,10,2023-08-21,8.43,1.93
935,24,2023-04-25,18.26,1.39
936,10,2023-05-27,13.84,1.64
937,12,2023-07-18,9.58,2.56
938,17,2023-03-24,14.27,1.43
939,24,2023-01-11,15.9,1.62
940,28,2023-06-03,12.41,4.61
941,10,2023-01-22,17.55,0.93
942,30,2023-07-30,13.97,4.19
943,15,2023-07-25,11.2,4.41
944,9,2023-11-17,8.58,2.36
945,23,2023-04-17,17.85,0.36
946,26,2023-08-04,12.83,4.37
947,27,2023-08-24,16.19,2.61
948,29,2023-08-16,15.31,3.03
949,25,2023-08-26,15.54,1.36
950,24,2023-06-22,13.49,1.45
951,21,2023-12-07,13.07,2.05
952,26,2023-03-10,26.27,1.1
953,14,2023-05-06,28.13,1.5
954,14,2023-12-31,12.9,1.66
955,13,2023-10-19,18.56,2.86
956,13,2023-12-04,22.39,2.48
957,24,2023-08-26,13.66,3.92
958,27,2023-07-11,9.11,2.22
959,20,2023-04-20,23.19,1.59
960,26,2023-03-14,28.55,0.75
961,31,2023-02-25,22.76,1.56
962,29,2023-06-03,12.67,2.45
963,27,2023-01-27,21.05,1.14
964,13,2023-04-22,23.03,1.19
965,22,2023-10-10,19.66,1.17
966,11,2023-12-04,12.59,2.09
967,25,2023-09-22,11.21,4.72
968,28,2023-04-03,16.79,0.95
969,29,2023-01-13,24.73,0.33
970,14,2023-07-17,17.23,3.26
971,12,2023-05-20,15.32,1.64
972,10,2023-11-25,9.96,1.93
973,26,2023-10-22,11.56,0.96
974,13,2023-03-19,26.96,1.43
975,27,2023-06-12,8.35,3.43
976,30,2023-05-06,24.15,1.62
977,9,2023-09-07,9.85,4.43
978,21,2023-11-09,15.94,2.31
979,3,2023-12-13,18.36,1.32
980,7,2023-02-03,15.04,0.75
981,6,2023-01-11,15.42,0.65
982,1,2023-01-28,25.49,0.96
983,22,2023-02-16,18.75,0.79
984,21,2023-07-02,9.79,2.81
985,13,2023-03-19,23.28,0.42
986,14,2023-06-07,18.76,2.8
987,5,2023-07-05,16.35,1.68
988,21,2023-10-26,19.05,2.16
989,29,2023-09-01,14.64,3.36
990,22,2023-12-27,21.05,2.18
991,12,2023-05-29,25.85,1.6
992,20,2023-02-21,24.04,1.04
993,11,2023-03-19,16.01,1.57
994,11,2023-08-01,10.99,3.43
995,8,2023-09-30,6.43,2.99
996,27,2023-03-23,22.15,1.13
997,31,2023-12-25,12.99,1.29
998,18,2023-12-20,14.57,2.34
999,16,2023-02-28,14.78,1.19
1000,10,2023-08-16,13.39,4.69
1001,7,2023-01-21,13.53,0.37
1002,9,2023-07-15,10.23,3.1
1003,31,2023-07-14,6.01,4.17
1004,31,2023-03-29,18.54,0.75
1005,2,2023-10-28,12.05,2.7
1006,24,2023-08-14,9.89,1.78
1007,12,2023-08-18,11.0,3.45
1008,2,2023-09-09,14.34,2.39
1009,23,2023-06-23,8.71,1.95
1010,6,2023-07-09,13.31,2.09
1011,5,2023-04-01,25.15,0.37
1012,9,2023-11-16,7.56,0.99
1013,20,2023-12-13,20.18,2.23
1014,26,2023-03-18,28.38,0.74
1015,8,2023-12-09,10.19,2.04
1016,13,2023-11-21,16.99,2.1
1017,21,2023-05-30,18.71,0.21
1018,6,2023-07-01,7.47,3.59
1019,32,2023-01-09,20.71,1.51
1020,27,2023-03-28,16.59,1.5
1021,24,2023-05-10,19.88,0.35
1022,13,2023-09-20,18.32,3.04
1023,18,2023-09-24,15.15,3.61
1024,2,2023-09-08,9.85,3.89
1025,21,2023-03-27,26.03,0.82
1026,4,2023-11-29,17.61,2.47
1027,16,2023-12-25,9.92,1.53
1028,20,2023-05-15,15.56,1.16
1029,29,2023-08-10,14.45,3.4
1030,22,2023-01-21,16.01,1.07
1031,18,2023-12-03,20.87,1.47
1032,30,2023-12-04,19.02,2.53
1033,6,2023-06-20,7.34,2.06
1034,3,2023-03-08,18.21,1.35
1035,1,2023-10-21,21.65,2.21
1036,2,2023-06-04,10.03,1.86
1037,25,2023-04-13,25.01,0.53
1038,31,2023-07-14,12.57,1.85
1039,25,2023-01-19,15.65,0.6
1040,18,2023-12-23,14.27,2.22
1041,25,2023-06-21,9.98,4.55
1042,24,2023-09-20,13.46,2.97
1043,28,2023-07-28,11.45,3.24
1044,22,2023-03-09,13.81,1.78
1045,23,2023-05-14,20.78,0.26
1046,13,2023-09-08,14.44,2.77
1047,19,2023-05-17,12.74,1.68
1048,6,2023-08-19,7.23,3.28
1049,6,2023-12-08,20.66,1.32
1050,21,2023-09-18,10.38,1.2
1051,8,2023-01-12,12.56,0.27
1052,9,2023-02-24,22.69,1.54
1053,16,2023-02-08,21.82,0.76
1054,12,2023-07-11,17.08,3.14
1055,5,2023-03-20,17.13,0.9
1056,16,2023-02-14,12.56,1.71
1057,5,2023-01-05,21.54,1.37
1058,1,2023-06-24,15.85,3.6
1059,5,2023-03-21,13.11,1.04
1060,30,2023-11-20,18.88,0.9
1061,22,2023-12-07,20.97,1.73
1062,7,2023-11-10,12.16,1.97
1063,8,2023-01-29,22.85,0.96
1064,9,2023-04-13,20.2,1.0
1065,6,2023-04-06,21.96,0.42
1066,6,2023-02-16,13.66,0.42
1067,1,2023-08-10,11.94,2.11
1068,15,2023-04-18,21.6,0.93
1069,4,2023-02-10,14.27,0.26
1070,25,2023-06-14,9.28,2.47
1071,13,2023-09-01,8.6,2.98
1072,13,2023-12-29,14.87,2.02
1073,32,2023-11-06,18.03,1.35
1074,12,2023-08-29,10.44,2.2
1075,19,2023-12-13,8.42,1.06
1076,4,2023-08-15,15.23,2.0
1077,12,2023-09-17,18.81,1.8
1078,1,2023-02-10,26.13,1.33
1079,12,2023-04-12,19.38,0.73
1080,17,2023-03-15,21.02,1.56
1081,13,2023-12-25,15.17,0.93
1082,8,2023-12-26,12.13,1.26
1083,5,2023-04-07,26.02,1.32
1084,12,2023-06-14,9.38,2.25
1085,15,2023-03-25,13.69,1.53
1086,26,2023-11-22,21.84,1.05
1087,19,2023-11-04,13.69,2.85
1088,27,2023-09-17,7.83,2.25
1089,19,2023-04-22,16.66,0.25
1090,28,2023-05-09,13.61,1.72
1091,23,2023-05-04,20.97,0.69
1092,1,2023-12-02,15.63,2.37
1093,17,2023-05-25,18.26,0.56
1094,11,2023-02-03,13.61,1.37
1095,4,2023-02-02,16.25,0.31
1096,32,2023-06-26,11.65,1.34
1097,4,2023-11-14,21.3,2.18
1098,28,2023-02-10,15.24,0.48
1099,29,2023-01-07,20.42,0.77
1100,6,2023-06-13,14.86,3.16
1101,24,2023-12-24,15.12,2.92
1102,5,2023-10-19,13.56,1.68
1103,17,2023-06-13,13.79,4.11
1104,29,2023-07-03,12.71,3.71
1105,31,2023-07-09,9.34,2.93
1106,32,2023-06-03,9.35,3.65
1107,32,2023-06-10,9.6,1.2
1108,13,2023-04-27,27.61,0.69
1109,11,2023-01-22,14.94,0.63
1110,23,2023-07-29,10.28,2.91
1111,30,2023-08-25,7.72,1.39
1112,21,2023-07-26,10.77,2.26
1113,30,2023-08-26,8.2,2.66
1114,29,2023-03-20,16.42,0.24
1115,10,2023-07-17,16.35,4.39
1116,27,2023-01-13,15.31,0.46
1117,9,2023-06-12,10.64,3.47
1118,25,2023-11-20,21.86,1.63
1119,10,2023-07-24,13.67,4.36
1120,24,2023-01-08,20.22,0.4
1121,28,2023-12-05,13.64,1.1
1122,12,2023-03-19,15.1,1.4
1123,12,2023-04-22,18.21,0.2
1124,7,2023-01-09,24.89,0.91
1125,26,2023-08-30,11.36,2.15
1126,10,2023-05-19,16.86,0.51
1127,22,2023-04-12,25.27,0.47
1128,2,2023-09-12,11.84,1.48
1129,26,2023-03-23,28.26,1.17
1130,20,2023-10-09,20.87,1.68
1131,18,2023-04-27,26.2,1.57
1132,13,2023-09-07,15.57,1.53
1133,32,2023-08-10,7.54,1.81
1134,28,2023-03-23,14.76,1.36
1135,32,2023-12-07,16.07,1.96
1136,4,2023-06-30,10.25,1.76
1137,7,2023-02-04,15.57,0.84
1138,21,2023-12-28,18.72,1.36
1139,31,2023-11-08,16.0,1.88
1140,19,2023-03-14,24.8,0.57
1141,16,2023-09-23,10.15,1.55
1142,32,2023-04-21,18.08,1.01
1143,27,2023-09-09,13.71,1.91
1144,1,2023-06-07,11.27,3.47
1145,11,2023-06-23,10.01,2.94
1146,20,2023-12-17,20.07,1.9
1147,28,2023-11-10,16.94,2.24
1148,8,2023-11-03,17.28,2.2
1149,9,2023-09-29,5.82,2.43
1150,19,2023-06-24,16.29,1.91
1151,24,2023-12-19,16.96,2.65
1152,9,2023-07-09,11.03,2.54
1153,31,2023-02-02,12.73,0.78
1154,2,2023-08-17,8.05,4.66
1155,24,2023-08-02,15.07,3.9
1156,16,2023-04-18,17.75,0.38
1157,21,2023-12-19,13.04,1.37
1158,15,2023-06-10,11.85,2.86
1159,31,2023-05-24,17.68,0.99
1160,22,2023-10-23,21.34,1.46
1161,22,2023-12-24,16.88,1.33
1162,13,2023-03-07,21.07,0.52
1163,21,2023-11-20,16.54,1.38
1164,15,2023-12-29,9.43,2.59
1165,16,2023-05-08,13.44,0.79
1166,32,2023-10-16,15.11,1.75
1167,31,2023-01-10,21.77,1.15
1168,21,2023-09-19,10.8,1.39
1169,7,2023-07-16,14.36,2.47
1170,10,2023-11-16,20.17,1.67
1171,21,2023-02-11,23.89,1.7
1172,32,2023-08-25,13.89,2.69
1173,18,2023-02-04,22.8,1.07
1174,29,2023-07-19,12.29,1.73
1175,13,2023-05-22,24.32,0.43
1176,10,2023-07-06,7.64,3.45
1177,4,2023-08-31,8.89,3.97
1178,16,2023-04-25,23.77,1.71
1179,1,2023-06-17,15.73,2.94
1180,23,2023-11-14,13.21,1.88
1181,31,2023-10-15,9.9,1.57
1182,10,2023-05-20,23.54,0.55
1183,21,2023-09-06,10.48,3.9
1184,21,2023-11-06,11.98,1.34
1185,13,2023-11-27,10.75,2.38
1186,13,2023-11-02,17.95,2.33
1187,8,2023-06-01,7.78,3.67
1188,4,2023-04-10,22.07,0.79
1189,33,2023-05-25,18.96,1.11
1190,16,2023-07-12,10.58,3.51
1191,28,2023-12-25,11.28,1.99
1192,1,2023-06-02,13.59,2.86
1193,17,2023-04-15,19.7,1.61
1194,10,2023-06-01,15.68,3.47
1195,2,2023-01-15,22.26,0.27
1196,27,2023-02-10,22.8,0.98
1197,24,2023-08-27,11.1,1.7
1198,10,2023-08-17,8.24,1.36
1199,25,2023-10-12,12.32,0.87
1200,11,2023-11-01,16.98,1.35
1201,29,2023-06-10,10.13,4.16
1202,7,2023-05-21,14.29,1.54
1203,30,2023-05-22,21.98,0.75
1204,13,2023-12-28,11.95,1.0
1205,30,2023-05-26,17.72,0.42
1206,11,2023-10-28,11.4,0.92
1207,9,2023-06-15,11.12,1.72
1208,2,2023-03-05,22.82,0.55
1209,4,2023-06-17,15.7,1.88
1210,31,2023-07-08,12.83,2.4
1211,10,2023-06-11,13.32,1.34
1212,25,2023-10-09,16.32,1.13
1213,2,2023-11-18,14.06,1.11
1214,28,2023-11-27,14.35,1.04
1215,21,2023-07-22,10.04,3.34
1216,12,2023-06-17,18.64,2.82
1217,3,2023-11-26,14.86,1.99
1218,19,2023-06-15,11.39,1.43
1219,3,2023-09-19,6.05,4.38
1220,4,2023-03-09,19.47,1.18
1221,32,2023-02-02,20.78,0.81
1222,5,2023-03-13,18.3,1.09
1223,10,2023-02-22,15.47,0.82
1224,11,2023-05-01,18.45,1.78
1225,6,2023-07-04,10.64,3.52
1226,23,2023-06-23,8.35,1.44
1227,6,2023-07-31,15.84,3.83
1228,22,2023-02-05,17.94,1.01
1229,32,2023-07-25,8.74,3.75
1230,4,2023-09-26,8.43,3.93
1231,27,2023-11-25,14.94,1.41
1232,26,2023-12-22,21.32,2.97
1233,10,2023-10-08,12.54,2.57
1234,6,2023-04-17,23.62,1.4
1235,29,2023-03-23,25.84,0.98
1236,8,2023-05-14,21.07,1.52
1237,15,2023-05-03,19.7,0.97
1238,4,2023-11-27,13.55,2.52
1239,2,2023-01-27,21.83,0.92
1240,15,2023-09-03,11.18,1.46
1241,3,2023-01-22,10.7,1.05
1242,15,2023-04-30,18.83,1.47
1243,10,2023-03-12,21.09,1.7
1244,33,2023-06-13,8.79,4.76
1245,21,2023-07-18,10.82,3.51
1246,26,2023-01-10,21.99,0.78
1247,33,2023-05-29,14.78,0.42
1248,32,2023-01-13,23.34,0.8
1249,27,2023-10-09,19.92,1.52
1250,5,2023-01-21,26.64,0.53
1251,13,2023-10-29,11.77,1.49
1252,3,2023-04-17,23.01,1.03
1253,15,2023-10-26,10.61,1.25
1254,32,2023-01-04,17.74,1.14
1255,23,2023-12-26,12.97,2.44
1256,6,2023-10-25,16.52,2.72
1257,24,2023-09-18,12.93,2.39
1258,11,2023-07-23,16.15,2.48
1259,14,2023-03-19,21.03,1.49
1260,1,2023-11-18,12.15,1.65
1261,19,2023-05-17,13.6,0.42
1262,24,2023-09-19,7.97,1.23
1263,25,2023-03-23,19.7,1.49
1264,13,2023-11-08,17.58,2.2
1265,17,2023-06-21,12.32,4.15
1266,13,2023-06-17,17.34,4.26
1267,17,2023-07-21,15.25,1.86
1268,8,2023-11-30,14.76,2.08
1269,19,2023-08-20,11.68,2.93
1270,2,2023-08-17,7.12,1.57
1271,33,2023-07-27,15.85,3.47
1272,14,2023-04-05,18.7,0.65
1273,8,2023-01-22,20.18,0.85
1274,25,2023-02-24,20.55,0.3
1275,14,2023-04-13,16.97,0.83
1276,20,2023-12-20,18.43,0.91
1277,14,2023-10-31,15.04,2.33
1278,20,2023-07-04,15.95,1.88
1279,30,2023-01-28,23.27,1.73
1280,15,2023-10-18,19.87,2.54
1281,17,2023-04-22,23.1,0.58
1282,33,2023-01-13,21.7,1.23
1283,20,2023-01-07,19.73,0.99
1284,14,2023-04-03,24.74,1.72
1285,22,2023-04-16,17.63,0.59
1286,32,2023-07-18,13.4,1.67
1287,21,2023-08-23,13.67,1.52
1288,26,2023-11-05,16.86,2.16
1289,11,2023-09-09,6.89,1.95
1290,31,2023-10-15,11.64,1.61
1291,19,2023-12-08,16.52,1.96
1292,16,2023-02-09,16.99,0.92
1293,7,2023-01-01,12.86,1.43
1294,2,2023-11-14,8.72,2.62
1295,4,2023-01-06,21.3,1.04
1296,18,2023-01-01,24.72,1.58
1297,20,2023-08-16,17.46,3.16
1298,25,2023-10-18,12.18,2.73
1299,11,2023-02-19,12.76,1.49
1300,4,2023-07-08,14.53,4.46
1301,14,2023-11-27,21.8,0.92
1302,13,2023-08-05,14.63,1.65
1303,24,2023-02-08,15.02,0.92
1304,18,2023-08-02,9.83,3.82
1305,2,2023-06-02,15.92,3.25
1306,3,2023-03-03,13.9,1.55
1307,20,2023-03-14,25.98,1.37
1308,17,2023-08-22,13.28,4.32
1309,14,2023-03-03,17.31,1.69
1310,2,2023-09-01,15.7,4.34
1311,12,2023-01-08,18.38,1.57
1312,8,2023-02-14,18.6,1.15
1313,16,2023-08-22,14.05,1.31
1314,18,2023-05-19,19.93,1.51
1315,2,2023-12-26,17.99,2.67
1316,31,2023-02-02,13.98,1.33
1317,10,2023-04-21,15.54,1.46
1318,5,2023-07-23,9.32,3.86
1319,25,2023-01-16,20.74,1.78
1320,3,2023-09-12,10.41,3.48
1321,28,2023-08-27,10.79,3.84
1322,27,2023-03-31,19.31,0.23
1323,1,2023-10-23,18.39,2.63
1324,3,2023-12-03,9.45,1.29
1325,5,2023-05-24,21.39,1.51
1326,19,2023-09-03,8.9,4.56
1327,13,2023-05-17,27.52,0.52
1328,2,2023-12-10,11.39,2.34
1329,18,2023-04-07,28.18,1.34
1330,16,2023-12-20,12.98,1.17
1331,29,2023-01-01,18.9,1.17
1332,3,2023-10-16,10.58,1.92
1333,28,2023-10-14,10.67,1.79
1334,32,2023-04-29,14.65,0.28
1335,4,2023-05-27,25.73,0.53
1336,24,2023-02-15,21.97,0.44
1337,24,2023-08-22,10.55,2.5
1338,31,2023-10-06,9.34,0.9
1339,11,2023-07-11,14.96,1.24
1340,24,2023-10-10,10.66,2.57
1341,10,2023-06-14,10.31,3.8
1342,23,2023-07-28,8.44,2.05
1343,12,2023-10-25,17.74,2.97
1344,26,2023-07-10,9.7,2.64
1345,30,2023-06-27,7.46,1.92
1346,19,2023-03-17,25.11,0.35
1347,32,2023-12-12,19.67,1.19
1348,27,2023-07-04,15.0,3.14
1349,28,2023-02-14,25.4,0.44
1350,17,2023-03-12,23.8,1.29
1351,22,2023-07-03,12.93,4.12
1352,30,2023-08-19,13.51,4.36
1353,11,2023-01-22,17.52,1.14
1354,22,2023-09-17,16.2,1.97
1355,10,2023-11-03,15.32,2.91
1356,22,2023-10-04,15.18,1.36
1357,11,2023-10-21,12.4,2.75
1358,9,2023-04-16,24.54,1.72
1359,26,2023-02-11,24.75,1.02
1360,27,2023-02-27,14.94,0.4
1361,33,2023-10-06,9.55,0.84
1362,3,2023-09-24,13.39,4.11
1363,7,2023-10-22,15.49,3.0
1364,1,2023-05-11,28.43,1.25
1365,11,2023-04-27,18.69,0.44
1366,22,2023-09-08,12.65,1.77
1367,8,2023-06-16,9.62,4.59
1368,24,2023-10-08,14.02,1.14
1369,26,2023-09-25,14.79,3.37
1370,26,2023-04-23,17.68,0.51
1371,23,2023-07-28,16.87,2.08
1372,7,2023-04-26,24.42,0.95
1373,30,2023-03-21,19.11,0.67
1374,13,2023-01-01,25.37,1.61
1375,33,2023-02-25,16.48,0.35
1376,32,2023-03-15,15.3,1.47
1377,5,2023-12-22,14.1,1.09
1378,20,2023-05-04,18.8,1.02
1379,26,2023-06-05,17.49,3.51
1380,14,2023-10-05,13.14,1.15
1381,7,2023-04-08,18.45,0.32
1382,2,2023-01-09,22.8,0.84
1383,2,2023-06-01,9.66,3.03
1384,8,2023-04-17,21.56,1.11
1385,12,2023-12-15,20.5,2.18
1386,5,2023-02-04,23.9,1.31
1387,17,2023-08-20,9.06,1.39
1388,8,2023-08-05,14.67,4.6
1389,23,2023-12-05,17.7,2.39
1390,26,2023-01-06,18.75,1.07
1391,20,2023-06-25,17.95,4.28
1392,25,2023-07-11,11.42,2.28
1393,14,2023-06-05,13.86,2.66
1394,28,2023-11-14,13.56,2.18
1395,31,2023-11-22,7.75,2.48
1396,3,2023-12-14,15.49,2.63
1397,32,2023-01-17,25.16,1.11
1398,32,2023-06-13,15.18,2.97
1399,23,2023-01-16,26.3,0.51
1400,17,2023-12-25,20.12,1.37
1401,31,2023-07-16,6.64,2.78
1402,7,2023-08-05,12.83,2.03
1403,23,2023-12-17,15.65,2.58
1404,32,2023-01-14,16.98,1.13
1405,25,2023-01-20,19.12,1.05
1406,32,2023-02-14,22.72,0.76
1407,31,2023-05-10,25.53,1.1
1408,6,2023-02-12,24.66,1.36
1409,16,2023-11-20,17.88,1.18
1410,7,2023-08-21,8.91,2.95
1411,25,2023-06-22,16.9,1.91
1412,16,2023-11-06,19.3,1.08
1413,31,2023-01-18,14.06,0.47
1414,21,2023-06-08,13.7,4.5
1415,29,2023-04-21,16.01,1.08
1416,27,2023-02-18,14.84,1.21
1417,1,2023-12-17,12.56,1.88
1418,9,2023-10-31,15.03,2.07
1419,2,2023-09-17,7.63,1.78
1420,29,2023-02-05,21.84,1.49
1421,33,2023-04-03,25.54,1.5
1422,30,2023-05-21,26.66,0.85
1423,25,2023-10-02,14.35,0.86
1424,4,2023-05-10,20.02,1.24
1425,8,2023-12-24,17.42,1.39
1426,32,2023-03-31,20.57,1.26
1427,29,2023-05-31,20.17,0.64
1428,11,2023-01-21,23.34,0.48
1429,19,2023-11-04,19.26,2.9
1430,22,2023-08-07,11.15,2.55
1431,8,2023-12-18,16.55,1.8
1432,10,2023-02-09,13.89,1.67
1433,13,2023-09-04,12.85,1.93
1434,32,2023-05-08,21.16,0.55
1435,1,2023-07-18,11.14,3.16
1436,12,2023-07-12,12.78,3.26
1437,3,2023-06-04,14.58,4.29
1438,12,2023-04-25,14.98,0.28
1439,22,2023-12-16,16.82,2.18
1440,32,2023-04-28,25.68,1.21
1441,29,2023-12-25,11.18,1.83
1442,8,2023-02-21,22.96,1.68
1443,11,2023-03-13,15.5,1.06
